No,Material,Type,Shape,Coat/Functional Group,Synthesis_Method,Surface_Charge,Diameter (nm),Size_in_Water (nm),Zeta_in_Water (mV),Cell_Type,No_of_Cells (cells/well),Human_Animal,Cell_Source,Cell_Tissue,Cell_Morphology,Cell_Age,Cell Line_Primary Cell,Time (hr),Concentration (ug/ml),Test,Test_Indicator,Cell_Viability (%)
1259,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,30.0,MTT,TetrazoliumSalt,68.577
1260,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,35.0,MTT,TetrazoliumSalt,61.067
1261,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,40.0,MTT,TetrazoliumSalt,57.115
1262,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,80.0,MTT,TetrazoliumSalt,30.435
1263,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,10.0,MTT,TetrazoliumSalt,79.249
1264,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,15.0,MTT,TetrazoliumSalt,80.237
1265,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,20.0,MTT,TetrazoliumSalt,72.134
1266,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,25.0,MTT,TetrazoliumSalt,14.625
1267,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,30.0,MTT,TetrazoliumSalt,11.858
1268,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,35.0,MTT,TetrazoliumSalt,9.6838
1269,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,40.0,MTT,TetrazoliumSalt,9.2885
1270,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,80.0,MTT,TetrazoliumSalt,-3.5573
1271,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,48,10.0,MTT,TetrazoliumSalt,77.273
1272,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,48,15.0,MTT,TetrazoliumSalt,72.134
1273,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,48,20.0,MTT,TetrazoliumSalt,56.719
1274,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,48,25.0,MTT,TetrazoliumSalt,10.079
1275,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,48,30.0,MTT,TetrazoliumSalt,9.0909
1276,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,48,35.0,MTT,TetrazoliumSalt,7.9051
1277,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,48,40.0,MTT,TetrazoliumSalt,7.9051
1278,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,3,10.0,NRU,NeutralRed,101.97
1279,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,3,15.0,NRU,NeutralRed,92.358
1280,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,3,20.0,NRU,NeutralRed,86.463
1281,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,3,25.0,NRU,NeutralRed,65.066
1282,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,3,30.0,NRU,NeutralRed,56.769
1283,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,3,35.0,NRU,NeutralRed,56.769
1284,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,3,40.0,NRU,NeutralRed,50.437
1285,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,3,80.0,NRU,NeutralRed,61.572
1286,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,10.0,NRU,NeutralRed,104.8
1287,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,15.0,NRU,NeutralRed,100.44
1288,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,20.0,NRU,NeutralRed,105.9
1289,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,25.0,NRU,NeutralRed,76.856
1290,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,30.0,NRU,NeutralRed,60.262
1291,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,35.0,NRU,NeutralRed,56.114
1292,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,40.0,NRU,NeutralRed,53.275
1293,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,80.0,NRU,NeutralRed,59.825
1294,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,10.0,NRU,NeutralRed,104.8
1295,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,15.0,NRU,NeutralRed,100.0
1296,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,20.0,NRU,NeutralRed,92.795
1297,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,25.0,NRU,NeutralRed,75.109
1298,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,30.0,NRU,NeutralRed,70.742
1299,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,35.0,NRU,NeutralRed,68.996
1300,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,40.0,NRU,NeutralRed,69.432
1301,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,80.0,NRU,NeutralRed,49.345
1302,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,48,10.0,NRU,NeutralRed,96.288
1303,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,48,15.0,NRU,NeutralRed,100.44
1304,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,48,20.0,NRU,NeutralRed,82.314
1305,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,48,25.0,NRU,NeutralRed,63.755
1306,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,48,30.0,NRU,NeutralRed,60.262
1307,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,48,35.0,NRU,NeutralRed,59.607
1308,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,48,40.0,NRU,NeutralRed,64.192
1309,ZnO,I,Sphere,None,Commercial,Negative,100.0,243.7,-8.23,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,48,80.0,NRU,NeutralRed,55.677
1376,TiO2,I,Sphere,None,Commercial,Negative,15.84,124.0,-43.29,A549,30000.0,H,Human,Lung,Epithelial,Adult,L,48,0.1,MTT,TetrazoliumSalt,89.374
1377,TiO2,I,Sphere,None,Commercial,Negative,15.84,124.0,-43.29,A549,30000.0,H,Human,Lung,Epithelial,Adult,L,48,3.0,MTT,TetrazoliumSalt,75.089
1378,TiO2,I,Sphere,None,Commercial,Negative,15.84,124.0,-43.29,A549,30000.0,H,Human,Lung,Epithelial,Adult,L,48,10.0,MTT,TetrazoliumSalt,64.109
1379,TiO2,I,Sphere,None,Commercial,Negative,15.84,124.0,-43.29,A549,30000.0,H,Human,Lung,Epithelial,Adult,L,48,30.0,MTT,TetrazoliumSalt,25.4
1380,TiO2,I,Sphere,None,Commercial,Negative,15.84,124.0,-43.29,A549,30000.0,H,Human,Lung,Epithelial,Adult,L,48,60.0,MTT,TetrazoliumSalt,14.71
1381,TiO2,I,Sphere,None,Commercial,Negative,15.84,124.0,-43.29,A549,30000.0,H,Human,Lung,Epithelial,Adult,L,48,100.0,MTT,TetrazoliumSalt,5.51
1382,TiO2,I,Sphere,None,Commercial,Negative,24.59,172.0,-14.25,A549,30000.0,H,Human,Lung,Epithelial,Adult,L,48,0.1,MTT,TetrazoliumSalt,91.499
1383,TiO2,I,Sphere,None,Commercial,Negative,24.59,172.0,-14.25,A549,30000.0,H,Human,Lung,Epithelial,Adult,L,48,3.0,MTT,TetrazoliumSalt,80.283
1384,TiO2,I,Sphere,None,Commercial,Negative,24.59,172.0,-14.25,A549,30000.0,H,Human,Lung,Epithelial,Adult,L,48,10.0,MTT,TetrazoliumSalt,64.7
1385,TiO2,I,Sphere,None,Commercial,Negative,24.59,172.0,-14.25,A549,30000.0,H,Human,Lung,Epithelial,Adult,L,48,30.0,MTT,TetrazoliumSalt,30.61
1386,TiO2,I,Sphere,None,Commercial,Negative,24.59,172.0,-14.25,A549,30000.0,H,Human,Lung,Epithelial,Adult,L,48,60.0,MTT,TetrazoliumSalt,16.6
1387,TiO2,I,Sphere,None,Commercial,Negative,24.59,172.0,-14.25,A549,30000.0,H,Human,Lung,Epithelial,Adult,L,48,100.0,MTT,TetrazoliumSalt,8.6
1388,TiO2,I,Sphere,None,Commercial,Negative,81.8,486.0,-8.6,A549,30000.0,H,Human,Lung,Epithelial,Adult,L,48,0.1,MTT,TetrazoliumSalt,93.152
1389,TiO2,I,Sphere,None,Commercial,Negative,81.8,486.0,-8.6,A549,30000.0,H,Human,Lung,Epithelial,Adult,L,48,3.0,MTT,TetrazoliumSalt,90.201
1390,TiO2,I,Sphere,None,Commercial,Negative,81.8,486.0,-8.6,A549,30000.0,H,Human,Lung,Epithelial,Adult,L,48,10.0,MTT,TetrazoliumSalt,76.505
1391,TiO2,I,Sphere,None,Commercial,Negative,81.8,486.0,-8.6,A549,30000.0,H,Human,Lung,Epithelial,Adult,L,48,30.0,MTT,TetrazoliumSalt,57.4
1392,TiO2,I,Sphere,None,Commercial,Negative,81.8,486.0,-8.6,A549,30000.0,H,Human,Lung,Epithelial,Adult,L,48,60.0,MTT,TetrazoliumSalt,37.61
1393,TiO2,I,Sphere,None,Commercial,Negative,81.8,486.0,-8.6,A549,30000.0,H,Human,Lung,Epithelial,Adult,L,48,100.0,MTT,TetrazoliumSalt,11.51
1394,TiO2,I,Sphere,None,Commercial,Negative,15.84,124.0,-43.29,Caco-2,30000.0,H,Human,Colon,Epithelial,Adult,L,48,0.1,MTT,TetrazoliumSalt,87.557
1395,TiO2,I,Sphere,None,Commercial,Negative,15.84,124.0,-43.29,Caco-2,30000.0,H,Human,Colon,Epithelial,Adult,L,48,3.0,MTT,TetrazoliumSalt,75.452
1396,TiO2,I,Sphere,None,Commercial,Negative,15.84,124.0,-43.29,Caco-2,30000.0,H,Human,Colon,Epithelial,Adult,L,48,10.0,MTT,TetrazoliumSalt,60.52
1397,TiO2,I,Sphere,None,Commercial,Negative,15.84,124.0,-43.29,Caco-2,30000.0,H,Human,Colon,Epithelial,Adult,L,48,30.0,MTT,TetrazoliumSalt,26.4
1398,TiO2,I,Sphere,None,Commercial,Negative,15.84,124.0,-43.29,Caco-2,30000.0,H,Human,Colon,Epithelial,Adult,L,48,60.0,MTT,TetrazoliumSalt,15.11
1399,TiO2,I,Sphere,None,Commercial,Negative,15.84,124.0,-43.29,Caco-2,30000.0,H,Human,Colon,Epithelial,Adult,L,48,100.0,MTT,TetrazoliumSalt,6.0
1400,TiO2,I,Sphere,None,Commercial,Negative,24.59,172.0,-14.25,Caco-2,30000.0,H,Human,Colon,Epithelial,Adult,L,48,0.1,MTT,TetrazoliumSalt,90.724
1401,TiO2,I,Sphere,None,Commercial,Negative,24.59,172.0,-14.25,Caco-2,30000.0,H,Human,Colon,Epithelial,Adult,L,48,3.0,MTT,TetrazoliumSalt,78.394
1402,TiO2,I,Sphere,None,Commercial,Negative,24.59,172.0,-14.25,Caco-2,30000.0,H,Human,Colon,Epithelial,Adult,L,48,10.0,MTT,TetrazoliumSalt,64.706
1403,TiO2,I,Sphere,None,Commercial,Negative,24.59,172.0,-14.25,Caco-2,30000.0,H,Human,Colon,Epithelial,Adult,L,48,30.0,MTT,TetrazoliumSalt,41.17
1404,TiO2,I,Sphere,None,Commercial,Negative,24.59,172.0,-14.25,Caco-2,30000.0,H,Human,Colon,Epithelial,Adult,L,48,60.0,MTT,TetrazoliumSalt,20.61
1405,TiO2,I,Sphere,None,Commercial,Negative,24.59,172.0,-14.25,Caco-2,30000.0,H,Human,Colon,Epithelial,Adult,L,48,100.0,MTT,TetrazoliumSalt,11.425
1406,TiO2,I,Sphere,None,Commercial,Negative,81.8,486.0,-8.6,Caco-2,30000.0,H,Human,Colon,Epithelial,Adult,L,48,0.1,MTT,TetrazoliumSalt,91.629
1407,TiO2,I,Sphere,None,Commercial,Negative,81.8,486.0,-8.6,Caco-2,30000.0,H,Human,Colon,Epithelial,Adult,L,48,3.0,MTT,TetrazoliumSalt,87.557
1408,TiO2,I,Sphere,None,Commercial,Negative,81.8,486.0,-8.6,Caco-2,30000.0,H,Human,Colon,Epithelial,Adult,L,48,10.0,MTT,TetrazoliumSalt,78.733
1409,TiO2,I,Sphere,None,Commercial,Negative,81.8,486.0,-8.6,Caco-2,30000.0,H,Human,Colon,Epithelial,Adult,L,48,30.0,MTT,TetrazoliumSalt,46.833
1410,TiO2,I,Sphere,None,Commercial,Negative,81.8,486.0,-8.6,Caco-2,30000.0,H,Human,Colon,Epithelial,Adult,L,48,60.0,MTT,TetrazoliumSalt,31.674
1411,TiO2,I,Sphere,None,Commercial,Negative,81.8,486.0,-8.6,Caco-2,30000.0,H,Human,Colon,Epithelial,Adult,L,48,100.0,MTT,TetrazoliumSalt,15.837
1720,SiO2,I,Sphere,None,Soft Templating Method,Negative,120.0,232.2,-5.21,A549,10000.0,H,Human,Lung,Epithelial,Adult,L,96,50.0,MTT,TetrazoliumSalt,91.667
1721,SiO2,I,Sphere,None,Soft Templating Method,Negative,120.0,232.2,-5.21,A549,10000.0,H,Human,Lung,Epithelial,Adult,L,96,100.0,MTT,TetrazoliumSalt,91.27
1722,SiO2,I,Sphere,None,Soft Templating Method,Negative,120.0,232.2,-5.21,A549,10000.0,H,Human,Lung,Epithelial,Adult,L,96,200.0,MTT,TetrazoliumSalt,86.111
1723,SiO2,I,Sphere,None,Soft Templating Method,Negative,120.0,232.2,-5.21,A549,10000.0,H,Human,Lung,Epithelial,Adult,L,96,500.0,MTT,TetrazoliumSalt,83.333
1724,SiO2,I,Sphere,COOH,Soft Templating Method,Negative,120.0,109.1,-28.7,A549,10000.0,H,Human,Lung,Epithelial,Adult,L,96,50.0,MTT,TetrazoliumSalt,89.431
1725,SiO2,I,Sphere,COOH,Soft Templating Method,Negative,120.0,109.1,-28.7,A549,10000.0,H,Human,Lung,Epithelial,Adult,L,96,100.0,MTT,TetrazoliumSalt,81.707
1726,SiO2,I,Sphere,COOH,Soft Templating Method,Negative,120.0,109.1,-28.7,A549,10000.0,H,Human,Lung,Epithelial,Adult,L,96,200.0,MTT,TetrazoliumSalt,81.03
1727,SiO2,I,Sphere,COOH,Soft Templating Method,Negative,120.0,109.1,-28.7,A549,10000.0,H,Human,Lung,Epithelial,Adult,L,96,500.0,MTT,TetrazoliumSalt,84.959
1728,SiO2,I,Sphere,None,Soft Templating Method,Negative,120.0,232.2,-5.21,A2780,10000.0,H,Human,Ovary,Epithelial,Adult,L,96,50.0,MTT,TetrazoliumSalt,81.081
1729,SiO2,I,Sphere,None,Soft Templating Method,Negative,120.0,232.2,-5.21,A2780,10000.0,H,Human,Ovary,Epithelial,Adult,L,96,100.0,MTT,TetrazoliumSalt,83.499
1730,SiO2,I,Sphere,None,Soft Templating Method,Negative,120.0,232.2,-5.21,A2780,10000.0,H,Human,Ovary,Epithelial,Adult,L,96,200.0,MTT,TetrazoliumSalt,84.637
1731,SiO2,I,Sphere,None,Soft Templating Method,Negative,120.0,232.2,-5.21,A2780,10000.0,H,Human,Ovary,Epithelial,Adult,L,96,500.0,MTT,TetrazoliumSalt,82.646
1732,SiO2,I,Sphere,COOH,Soft Templating Method,Negative,120.0,109.1,-28.7,A2780,10000.0,H,Human,Ovary,Epithelial,Adult,L,96,50.0,MTT,TetrazoliumSalt,90.15
1733,SiO2,I,Sphere,COOH,Soft Templating Method,Negative,120.0,109.1,-28.7,A2780,10000.0,H,Human,Ovary,Epithelial,Adult,L,96,100.0,MTT,TetrazoliumSalt,89.33
1734,SiO2,I,Sphere,COOH,Soft Templating Method,Negative,120.0,109.1,-28.7,A2780,10000.0,H,Human,Ovary,Epithelial,Adult,L,96,200.0,MTT,TetrazoliumSalt,85.226
1735,SiO2,I,Sphere,COOH,Soft Templating Method,Negative,120.0,109.1,-28.7,A2780,10000.0,H,Human,Ovary,Epithelial,Adult,L,96,500.0,MTT,TetrazoliumSalt,82.216
1736,SiO2,I,Sphere,None,Soft Templating Method,Negative,120.0,232.2,-5.21,MCF-7,10000.0,H,Human,Breast,Epithelial,Adult,L,96,50.0,MTT,TetrazoliumSalt,88.514
1737,SiO2,I,Sphere,None,Soft Templating Method,Negative,120.0,232.2,-5.21,MCF-7,10000.0,H,Human,Breast,Epithelial,Adult,L,96,100.0,MTT,TetrazoliumSalt,86.892
1738,SiO2,I,Sphere,None,Soft Templating Method,Negative,120.0,232.2,-5.21,MCF-7,10000.0,H,Human,Breast,Epithelial,Adult,L,96,200.0,MTT,TetrazoliumSalt,83.378
1739,SiO2,I,Sphere,None,Soft Templating Method,Negative,120.0,232.2,-5.21,MCF-7,10000.0,H,Human,Breast,Epithelial,Adult,L,96,500.0,MTT,TetrazoliumSalt,82.973
1740,SiO2,I,Sphere,COOH,Soft Templating Method,Negative,120.0,109.1,-28.7,MCF-7,10000.0,H,Human,Breast,Epithelial,Adult,L,96,50.0,MTT,TetrazoliumSalt,96.138
1741,SiO2,I,Sphere,COOH,Soft Templating Method,Negative,120.0,109.1,-28.7,MCF-7,10000.0,H,Human,Breast,Epithelial,Adult,L,96,100.0,MTT,TetrazoliumSalt,90.013
1742,SiO2,I,Sphere,COOH,Soft Templating Method,Negative,120.0,109.1,-28.7,MCF-7,10000.0,H,Human,Breast,Epithelial,Adult,L,96,200.0,MTT,TetrazoliumSalt,90.679
1743,SiO2,I,Sphere,COOH,Soft Templating Method,Negative,120.0,109.1,-28.7,MCF-7,10000.0,H,Human,Breast,Epithelial,Adult,L,96,500.0,MTT,TetrazoliumSalt,82.157
1784,SiO2,I,Sphere,None,Sol-Gel Method,Negative,19.4,229.5,-21.77,A549,40000.0,H,Human,Lung,Epithelial,Adult,L,24,8.0,CCK-8,TetrazoliumSalt,101.67
1785,SiO2,I,Sphere,None,Sol-Gel Method,Negative,19.4,229.5,-21.77,A549,40000.0,H,Human,Lung,Epithelial,Adult,L,24,16.0,CCK-8,TetrazoliumSalt,103.04
1786,SiO2,I,Sphere,None,Sol-Gel Method,Negative,19.4,229.5,-21.77,A549,40000.0,H,Human,Lung,Epithelial,Adult,L,24,32.0,CCK-8,TetrazoliumSalt,103.04
1787,SiO2,I,Sphere,None,Sol-Gel Method,Negative,19.4,229.5,-21.77,A549,40000.0,H,Human,Lung,Epithelial,Adult,L,24,64.0,CCK-8,TetrazoliumSalt,104.41
1788,SiO2,I,Sphere,None,Sol-Gel Method,Negative,19.4,229.5,-21.77,A549,40000.0,H,Human,Lung,Epithelial,Adult,L,24,128.0,CCK-8,TetrazoliumSalt,101.67
1789,SiO2,I,Sphere,None,Sol-Gel Method,Negative,19.4,229.5,-21.77,A549,40000.0,H,Human,Lung,Epithelial,Adult,L,24,256.0,CCK-8,TetrazoliumSalt,79.62
1790,SiO2,I,Sphere,None,Sol-Gel Method,Negative,19.4,229.5,-21.77,16HBE,40000.0,H,Human,RespiratoryTract,Epithelial,Adult,P,24,8.0,CCK-8,TetrazoliumSalt,101.06
1791,SiO2,I,Sphere,None,Sol-Gel Method,Negative,19.4,229.5,-21.77,16HBE,40000.0,H,Human,RespiratoryTract,Epithelial,Adult,P,24,16.0,CCK-8,TetrazoliumSalt,102.73
1792,SiO2,I,Sphere,None,Sol-Gel Method,Negative,19.4,229.5,-21.77,16HBE,40000.0,H,Human,RespiratoryTract,Epithelial,Adult,P,24,32.0,CCK-8,TetrazoliumSalt,103.64
1793,SiO2,I,Sphere,None,Sol-Gel Method,Negative,19.4,229.5,-21.77,16HBE,40000.0,H,Human,RespiratoryTract,Epithelial,Adult,P,24,64.0,CCK-8,TetrazoliumSalt,106.22
1794,SiO2,I,Sphere,None,Sol-Gel Method,Negative,19.4,229.5,-21.77,16HBE,40000.0,H,Human,RespiratoryTract,Epithelial,Adult,P,24,128.0,CCK-8,TetrazoliumSalt,72.989
1795,SiO2,I,Sphere,None,Sol-Gel Method,Negative,19.4,229.5,-21.77,16HBE,40000.0,H,Human,RespiratoryTract,Epithelial,Adult,P,24,256.0,CCK-8,TetrazoliumSalt,20.822
1796,SiO2,I,Sphere,DPPC,Sol-Gel Method,Negative,19.4,889.03,-13.5,A549,40000.0,H,Human,Lung,Epithelial,Adult,L,24,8.0,CCK-8,TetrazoliumSalt,98.928
1797,SiO2,I,Sphere,DPPC,Sol-Gel Method,Negative,19.4,889.03,-13.5,A549,40000.0,H,Human,Lung,Epithelial,Adult,L,24,16.0,CCK-8,TetrazoliumSalt,98.622
1798,SiO2,I,Sphere,DPPC,Sol-Gel Method,Negative,19.4,889.03,-13.5,A549,40000.0,H,Human,Lung,Epithelial,Adult,L,24,32.0,CCK-8,TetrazoliumSalt,97.243
1799,SiO2,I,Sphere,DPPC,Sol-Gel Method,Negative,19.4,889.03,-13.5,A549,40000.0,H,Human,Lung,Epithelial,Adult,L,24,64.0,CCK-8,TetrazoliumSalt,98.315
1800,SiO2,I,Sphere,DPPC,Sol-Gel Method,Negative,19.4,889.03,-13.5,A549,40000.0,H,Human,Lung,Epithelial,Adult,L,24,128.0,CCK-8,TetrazoliumSalt,98.622
1801,SiO2,I,Sphere,DPPC,Sol-Gel Method,Negative,19.4,889.03,-13.5,16HBE,40000.0,H,Human,RespiratoryTract,Epithelial,Adult,P,24,8.0,CCK-8,TetrazoliumSalt,93.539
1802,SiO2,I,Sphere,DPPC,Sol-Gel Method,Negative,19.4,889.03,-13.5,16HBE,40000.0,H,Human,RespiratoryTract,Epithelial,Adult,P,24,16.0,CCK-8,TetrazoliumSalt,94.86
1803,SiO2,I,Sphere,DPPC,Sol-Gel Method,Negative,19.4,889.03,-13.5,16HBE,40000.0,H,Human,RespiratoryTract,Epithelial,Adult,P,24,32.0,CCK-8,TetrazoliumSalt,95.448
1804,SiO2,I,Sphere,DPPC,Sol-Gel Method,Negative,19.4,889.03,-13.5,16HBE,40000.0,H,Human,RespiratoryTract,Epithelial,Adult,P,24,64.0,CCK-8,TetrazoliumSalt,98.385
1805,SiO2,I,Sphere,DPPC,Sol-Gel Method,Negative,19.4,889.03,-13.5,16HBE,40000.0,H,Human,RespiratoryTract,Epithelial,Adult,P,24,128.0,CCK-8,TetrazoliumSalt,92.364
1806,Au,I,Sphere,Citrate,Commercial,Negative,13.0,21.0,-60.7,BALB/c3T3,2000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,0.028,WST-1,TetrazoliumSalt,83.921
1807,Au,I,Sphere,Citrate,Commercial,Negative,13.0,21.0,-60.7,BALB/c3T3,2000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,0.061,WST-1,TetrazoliumSalt,83.357
1808,Au,I,Sphere,Citrate,Commercial,Negative,13.0,21.0,-60.7,BALB/c3T3,2000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,0.131,WST-1,TetrazoliumSalt,88.011
1809,Au,I,Sphere,Citrate,Commercial,Negative,13.0,21.0,-60.7,BALB/c3T3,2000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,0.281,WST-1,TetrazoliumSalt,91.537
1810,Au,I,Sphere,Citrate,Commercial,Negative,13.0,21.0,-60.7,BALB/c3T3,2000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,0.604,WST-1,TetrazoliumSalt,92.102
